순번,시도본부,소방서,119안전센터명,주소,전화번호,팩스번호
496,경기도,의왕소방서,백운119안전센터,경기도 의왕시 안양판교로 187,031-596-0530,031-280-8863
497,경기도,의왕소방서,부곡119안전센터,경기도 의왕시 오봉로 289,031-596-0520,031-280-8862
498,경기도,오산소방서,세교119안전센터,경기도 오산시 문헌공로 30,031-8059-7500,031-280-8880
499,경기도,오산소방서,원동119안전센터,경기도 오산시 경기대로 99,031-8059-7520,031-280-8791
500,경기도,오산소방서,청학119안전센터,경기도 오산시 청학로 55-6,031-8059-7510,031-280-8790
501,경기도,여주소방서,월송119안전센터,경기도 여주시 우암로 110,031-887-8500,031-280-8797
502,경기도,여주소방서,가남119안전센터,경기도 여주시 가남읍 일신로 32,031-887-8510,031-280-8798
503,경기도,여주소방서,북내119안전센터,경기도 여주시 북내면 도예로 440,031-887-8520,031-280-8799
504,경기도,양평소방서,공흥119안전센터,경기도 양평군 양평읍 경강로 2047 ,031-770-0500,031 280-8805
505,경기도,양평소방서,강상119안전센터,경기도 양평군 강상면 송학길 54,031-770-0520,031 280-8806
506,경기도,양평소방서,용문119안전센터,경기도 양평군 용문면 연수로 64,031-770-0530,031 280-8807
507,경기도,양평소방서,양서119안전센터,경기도 양평군 양서면 두물머리길 43,031-770-0570,031-280-8882
508,경기도,과천소방서,중앙119안전센터,경기도 과천시 통영로 12,02-331-4500,031-280-8821
509,경기도,과천소방서,과천119안전센터,경기도 과천시 궁말로30,02-331-4510,031-280-8822
510,경기도,고양소방서,원당119안전센터,경기도 고양시 덕양구 고양대로 1342,031-931-0500,031-280-8557
511,경기도,고양소방서,능곡119안전센터,경기도 고양시 덕양구 토당로 48,031-931-0510,031-280-8558
512,경기도,고양소방서,삼송119안전센터,경기도 고양시 덕양구 오금로 14,031-931-0520,031-280-8559
513,경기도,고양소방서,행신119안전센터,경기도 고양시 덕양구 소원로 181번길 52,031-931-0530,031-280-8560
514,경기도,고양소방서,화전119안전센터,경기도 고양시 덕양구 중앙로 78,031-931-0540,031-280-8561
515,경기도,일산소방서,장항119안전센터,경기도 고양시 일산동구 중앙로 1325,031-930-0500,031-930-0499
516,경기도,일산소방서,백석119안전센터,경기도 고양시 일산동구 장백로 78,031-930-0510,031-930-0517
517,경기도,일산소방서,주엽119안전센터,경기도 고양시 일산서구 주화로 82,031-930-0520,031-912-0119
518,경기도,일산소방서,중산119안전센터,경기도 고양시 일산동구 중산로 218,031-930-0540,031-915-7119
519,경기도,일산소방서,고봉119안전센터,경기도 고양시 일산동구 성현로 429,031-930-0550,031-930-0556
520,경기도,일산소방서,대화119안전센터,경기도 고양시 일산서구 중앙로 1630,031-930-0570,031-930-0531
521,경기도,일산소방서,풍동119안전센터,경기도 고양시 일산동구 숲속마을로 10,031-930-0590,031-930-0599
522,경기도,일산소방서,문화119안전센터,경기도 고양시 일산동구 태극로 7,031-930-0580,031-280-8883
523,경기도,의정부소방서,금오119안전센터,경기도 의정부시 금오로23번길 22-40,031-849-7500,031-280-8641
524,경기도,의정부소방서,흥선119안전센터,경기도 의정부시 의정로 48,031-849-7510,031-280-8640
525,경기도,의정부소방서,호원119안전센터,경기도 의정부시 평화로 322번길 7,031-849-7520,031-280-8642
526,경기도,의정부소방서,송산119안전센터,경기도 의정부시 충의로 90,031-849-7530,031-280-8643
527,경기도,의정부소방서,녹양119안전센터,경기도 의정부시 체육로 248,031-849-7540,031-280-8640
528,경기도,남양주소방서,평내119안전센터,경기도 남양주시 평내동 평내로 25,031-590-0500,031-280-8649
529,경기도,남양주소방서,진접119안전센터,경기도 남양주시 진접읍 금강로 1509-25,031-590-0520,031-280-8650
530,경기도,남양주소방서,진건119안전센터,경기도 남양주시 진건읍 진건오남로 112-21,031-590-0550,031-280-8651
531,경기도,남양주소방서,화도119안전센터,경기도 남양주시 화도읍 수레로1260번길 25,031-590-0540,031-280-8652
532,경기도,남양주소방서,와부119안전센터,경기도 남양주시 와부읍 덕소로97번길 34-2,031-590-0530,031-280-8653
533,경기도,남양주소방서,별내119안전센터,경기도 남양주시 별내동 송산로 793-41,031-590-0560,031-280-8654
534,경기도,남양주소방서,오남119안전센터,경기도 남양주시 오남읍 진건오남로 772,031-590-0590,031-280-8655
535,경기도,남양주소방서,가운119안전센터,경기도 남양주시 가운동 가운로 16,031-590-0570,031-280-8656
536,경기도,남양주소방서,다산119안전센터,경기도 남양주시 다산중앙로146번길 76,031-590-0580,031-280-8646
537,경기도,파주소방서,통일119안전센터,경기도 파주시 파주읍 통일로 1564 ,031-956-9501,031-956-9509
538,경기도,파주소방서,금촌119안전센터,경기도 파주시 가나무로 136  ,031-956-9512,031-956-9519
539,경기도,파주소방서,법원119안전센터,경기도 파주시 법원읍 화합로 141,031-956-9522,031-956-9529
540,경기도,파주소방서,광탄119안전센터,경기도 파주시 광탄면 혜음로 1040 ,031-956-9532,031-956-9539
541,경기도,파주소방서,탄현119안전센터,경기도 파주시 탄현면 필승로 458 ,031-956-9542,031-956-9549
542,경기도,파주소방서,월롱119안전센터,경기도 파주시 월롱면 엘씨디로 310 ,031-956-9552,031-956-9559
543,경기도,파주소방서,교하119안전센터,경기도 파주시 청석로 301 ,031-956-9562,031-956-9569
544,경기도,파주소방서,적성119안전센터,경기도 파주시 적성면 감악산로 1220 ,031-956-9572,031-956-9579
545,경기도,파주소방서,운정119안전센터,경기도 파주시 와석순환로 90,031-956-9582,031-956-9589
546,경기도,구리소방서,교문119안전센터,경기도 구리시 아차산로487번길 46,031-570-6500,031-280-8730
547,경기도,구리소방서,인창119안전센터,경기도 구리시 건원대로34번길 28,031-570-6510,031-280-8731
548,경기도,구리소방서,갈매119안전센터,경기도 구리시 산마루로68,031-570-6520,031-280-8884
549,경기도,포천소방서,군내119안전센터,경기도 포천시 호국로 1538,031-538-5500,031-280-8750
550,경기도,포천소방서,소흘119안전센터,경기도 포천시 소흘읍 송우로 182,031-538-5510,031-280-8751
551,경기도,포천소방서,영북119안전센터,경기도 포천시 영북면 영북로 144,031-538-5520,031-280-8752
552,경기도,포천소방서,일동119안전센터,경기도 포천시 일동면 영일로 978,031-538-5530,031-280-8753
553,경기도,포천소방서,가산119안전센터,경기도 포천시 포천로 890,031-538-5540,031-280-8754
554,경기도,포천소방서,내촌119안전센터,경기도 포천시 내촌면 내촌로 120,031-538-5550,031-280-8755
555,경기도,포천소방서,영중119안전센터,경기도 포천시 영중면 양문로 66,031-538-5560,031-280-8756
556,경기도,포천소방서,선단119안전센터,경기도 포천시 호국로 1007-33,031-538-5570,031-280-8898
557,경기도,양주소방서,백석119안전센터,경기도 양주시 꿈나무로 156,031-849-8500,031-849-8836
558,경기도,양주소방서,회천119안전센터,경기도 양주시 화합로 1272,031-849-8510,031-849-8837
559,경기도,양주소방서,광적119안전센터,경기도 양주시 광적면 광적로 55,031-849-8520,031-849-8838
560,경기도,양주소방서,고읍119안전센터,경기도 양주시 고덕로 266,031-849-8530,031-849-8839
561,경기도,양주소방서,남면119안전센터,경기도 양주시 남면 삼육사로 247,031-849-8540,031-849-8840
562,경기도,양주소방서,장흥119안전센터,경기도 양주시 장흥면 일영로 794,031-849-8550,031-849-8841
563,경기도,양주소방서,옥정119안전센터,경기도 양주시 옥정로 8길 52,031-849-8560,031-849-8876
564,경기도,동두천소방서,불현119안전센터,경기도 동두천시 지행로 6,031-830-5500,031-830-5459
565,경기도,동두천소방서,소요119안전센터,경기 동두천시 평화로2910번길 65,031-830-5510,031-830-5519
566,경기도,가평소방서,가평119안전센터,경기도 가평군 가평읍 가화로 36,031-734-500,031-580-0509
567,경기도,가평소방서,조종119안전센터,경기도 가평군 조종면 현창로 14,031-734-520,031-580-0529
568,경기도,가평소방서,설악119안전센터,경기도 가평군 설악면 한서로 7,031-734-530,031-580-0599
569,경기도,연천소방서,은대119안전센터,경기도 연천군 전곡읍 평화로 892,031-830-0500,031-280-8830
570,경기도,연천소방서,백학119안전센터,경기도 연천군 백학면 백학산단길 16,031-830-0530,031-830-0539
571,경기도,연천소방서,전곡119안전센터,경기도 연천군 전곡읍 전곡로 27,031-830-0510,031-830-0519
572,경기도,연천소방서,연천119안전센터,경기도 연천군 연천읍 차현로 92,031-830-0520,031-830-0529
573,강원도,춘천소방서,후평119안전센터,강원도 춘천시 후석로 446(후평동),033-248-4119,033-248-9519
574,강원도,춘천소방서,소양119안전센터,강원도 춘천시 가연길16번길 16,033-256-0119,033-248-9529
575,강원도,춘천소방서,효자119안전센터,강원도 춘천시 효명길 8,033-251-0119,033-248-9539
576,강원도,춘천소방서,대룡119안전센터,강원도 춘천시 동내면 고은길 9,033-262-7119,033-248-9549
577,강원도,춘천소방서,강촌119안전센터,강원도 춘천시 소주고개로 680,033-262-2119,033-248-9559
578,강원도,춘천소방서,신북119안전센터,강원도 춘천시 신북읍 신북로 35,033-243-5119,033-248-9569
579,강원도,원주소방서,혁신119안전센터,강원도 원주시 동부순환로 201(반곡동),033-769-1510,033-769-1519
580,강원도,원주소방서,명륜119안전센터,강원도 원주시 명륜동 832,033-769-1590,033-769-1599
581,강원도,원주소방서,학성119안전센터,강원도 원주시 학성길 122,033-769-1520,033-769-1529
582,강원도,원주소방서,단구119안전센터,강원도 원주시 강변로 255,033-769-1530,033-769-1539
583,강원도,원주소방서,신림119안전센터,강원도 원주시 신림면 치악로 27,033-769-1540,033-769-1549
584,강원도,원주소방서,우산119안전센터,강원도 원주시 우산공단길 9,033-769-1550,033-742-1559
585,강원도,원주소방서,태장119안전센터,강원도 원주시 태장공단길 4,033-769-1560,033-769-1569
586,강원도,원주소방서,문막119안전센터,강원도 원주시 문막읍 문막시장1길 90,033-769-1570,033-769-1579
587,강원도,원주소방서,흥업119안전센터,강원도 원주시 흥업면 북원로 1569-81,033-769-1580,033-769-1589
588,강원도,원주소방서,기업119안전센터,강원도 원주시 지정면 가곡리 1359-6,033-769-1470,033-769-1479
589,강원도,강릉소방서,유천119안전센터,강원도 강릉시 선수촌로 64-28(홍제동),033-645-0119,033-610-8519
590,강원도,강릉소방서,옥천119안전센터,강원도 강릉시 용지로 139(옥천동),033-648-2119,033-610-8529
591,강원도,강릉소방서,경포119안전센터,강원도 강릉시 해안로 502(안현동),033-644-2119,033-610-8539
592,강원도,강릉소방서,내곡119안전센터,강원도 강릉시 범일로 660(내곡동),033-647-7119,033-610-8549
593,강원도,강릉소방서,주문진119안전센터,강원도 강릉시 연곡면 연주로 226,033-662-2119,033-610-8559
594,강원도,강릉소방서,포남119안전센터,강원도 강릉시 하평2길 23(포남동),033-653-0119,033-610-8569
595,강원도,강릉소방서,옥계119안전센터,강원도 강릉시 옥계면 현내시장길 163,033-534-0119,033-610-8579
596,강원도,동해소방서,천곡119안전센터,강원도 동해시 천곡로 120(천곡동),033-533-3119,033-530-8129
597,강원도,동해소방서,묵호119안전센터,강원도 동해시 일출로 29(발한동),033-532-2119,033-530-8529
598,강원도,동해소방서,북삼119안전센터,강원도 동해시 효자남길 33-10(동회동),033-521-3119,033-530-8539
599,강원도,동해소방서,북평119안전센터,강원도 동해시 공단1로 21(구호동),033-521-5119,033-530-8549
600,강원도,태백소방서,황지119안전센터,강원도 태백시 태백로 1120(황지동),033-552-2119,033-550-8519
601,강원도,태백소방서,장성119안전센터,강원도 태백시 석공길 16-9,033-581-6119,033-550-8529
602,강원도,태백소방서,철암119안전센터,강원도 태백시 동태백로 552,033-582-9119,033-550-8539
603,강원도,태백소방서,화전119안전센터,강원도 태백시 태백로 814,033-553-6119,033-550-8549
604,강원도,속초소방서,노학119안전센터,강원도 속초시 미시령로 3226,033-636-2119,033-630-2519
605,강원도,속초소방서,영랑119안전센터,강원도 속초시 번영로 188,033-632-9119,033-630-2539
606,강원도,속초소방서,설악119안전센터,강원도 속초시 청봉로5길 37,033-636-7119,033-630-2529
607,강원도,삼척소방서,봉황119안전센터,강원도 삼척시 봉황로 101,033-570-8510,033-570-8519
608,강원도,삼척소방서,도계119안전센터,강원도 삼척시 도계읍 도계강변3길 16,033-541-2119,033-570-8529
609,강원도,삼척소방서,원덕119안전센터,강원도 삼척시 원덕읍 삼척로 581,033-572-6119,033-570-8539
610,강원도,삼척소방서,근덕119안전센터,강원도 삼척시 근덕면 교가길 37,033-574-1119,033-570-8549
611,강원도,홍천소방서,홍천119안전센터,강원도 홍천군 홍천읍 공작산로 99,033-435-0119,033-439-2129
612,강원도,홍천소방서,양덕원119안전센터,강원도 홍천군 남면 시동로 46,033-432-4119,033-439-2529
613,강원도,홍천소방서,서석119안전센터,강원도 홍천군 서석면 풍암길2길 9,033-433-4119,033-439-2539
614,강원도,홍천소방서,팔봉119안전센터,강원도 홍천군 서면 팔봉산로 523,033-434-0119,033-439-2549
615,강원도,횡성소방서,횡성119안전센터,강원도 횡성군 횡성읍 문예로 157,033-340-9511,033-340-9129
616,강원도,횡성소방서,둔내119안전센터,강원도 횡성군 둔내면 고원남로 42,033-342-1119,033-340-9529
617,강원도,횡성소방서,우천119안전센터,강원도 횡성군 우천면 서동로 199,033-342-6119,033-340-9539
618,강원도,횡성소방서,공근119안전센터,강원도 횡성군 공근면 영서로 130-5,033-344-3119,033-340-9549
619,강원도,영월소방서,영월119안전센터,강원도 영월군 영월읍 영월로 1863,033-374-2119,033-371-7549
620,강원도,영월소방서,주천119안전센터,강원도 영월군 주천면 송학주천로 1467-15,033-372-7119,033-371-7529
621,강원도,영월소방서,산솔119안전센터,강원도 영월군 산솔면 응고개길 10-17,033-378-4119,033-371-7539
622,강원도,평창소방서,평창119안전센터,강원도 평창군 평창읍 살구실길 10,033-332-2119,033-339-8519
623,강원도,평창소방서,진부119안전센터,강원도 평창군 진부면 진부로 37,033-335-7119,033-339-8529
624,강원도,평창소방서,봉평119안전센터,강원도 평창군 봉평면 기풍로 107-6,033-336-0119,033-339-8539
625,강원도,평창소방서,대관령119안전센터,강원도 평창군 대관령면 올림픽로 62-20,033-335-5119,033-339-8549
626,강원도,평창소방서,대화119안전센터,강원도 평창군 대화면 평창대로 934,033-333-2119,033-339-8559
627,강원도,정선소방서,조양119안전센터,강원도 정선군 정선읍 녹송로 27,033-560-6511,033-560-6519
628,강원도,정선소방서,고한119안전센터,강원도 정선군 고한읍 강원남로 6455,033-591-3119,033-560-6539
629,강원도,정선소방서,신동119안전센터,강원도 정선군 신동읍 의림로 342,033-378-0119,033-560-6529
630,강원도,정선소방서,임계119안전센터,강원도 정선군 임계면 송계4길 9,033-562-6119,033-560-6549
631,강원도,정선소방서,사북119안전센터,강원도 정선군 사북읍 하이원길 29,033-592-2119,033-560-6559
632,강원도,철원소방서,태봉119안전센터,강원도 철원군 갈말읍 태봉로 1504,033-450-2510,033-450-2519
633,강원도,철원소방서,동송119안전센터,강원도 철원군 동송읍 금학로 251길 17,033-450-2520,033-450-2529
634,강원도,철원소방서,김화119안전센터,강원도 철원군 서면 약수로 76,033-450-2530,033-450-2549
635,강원도,철원소방서,갈말119안전센터,강원도 철원군 갈말읍 명성로 229,033-450-2540,033-450-2559
636,강원도,화천소방서,화천119안전센터,강원도 화천군 하남면 위라리길 47,033-440-7510,033-440-7519
637,강원도,양구소방서,양구119안전센터,강원도 양구군 양구읍 중심로 92,033-480-4514,033-480-4519
638,강원도,인제소방서,인제119안전센터,강원도 인제군 인제읍 비봉로 44번길 71,033-460-9510,
639,강원도,인제소방서,원통119안전센터,강원도 인제군 북면 원통로 301,033-461-3119,033-460-9529
640,강원도,인제소방서,기린119안전센터,강원도 인제군 기린면 대내로 34-14,033-461-5119,033-460-9539
641,강원도,고성소방서,간성119안전센터,강원도 고성군 간성읍 수성로 37-11,033-680-7513,033-680-7519
642,강원도,고성소방서,동광119안전센터,강원도 고성군 토성면 동해대로 5320,033-680-7532,033-680-7539
643,강원도,고성소방서,거진119안전센터,강원도 고성군 거진읍 수외길 19,033-680-7522,033-680-7529
644,강원도,양양소방서,양양119안전센터,강원도 양양군 양양읍 남대천로 33,033-639-7511,033-639-7519
645,강원도,양양소방서,하조대119안전센터,강원도 양양군 현북면 동해대로 1155-33,033-672-2119,033-639-7529
646,강원도,양양소방서,강현119안전센터,강원도 양양군 강현면 장산1길 26,033-673-9119,033-639-7539
647,충청북도,청주동부소방서,영운119안전센터,충청북도 청주시 상당구 영운로 61,043-251-0220,043-251-0239
648,충청북도,청주동부소방서,사천119안전센터,충청북도 청주시 청원구 밀레니엄1로 63,043-251-0240,043-251-0249
649,충청북도,청주동부소방서,북문119안전센터,충청북도  청주시 상당구 상당로 168,043-251-0255,043-251-0259
650,충청북도,청주동부소방서,문의119안전센터,충청북도  청주시 상당구 문의면 문의시내1길 8,043-251-0265,043-251-0269
651,충청북도,청주동부소방서,내수119안전센터,충청북도  청주시 청원구 내수읍 청암로80,043-251-0275,043-251-0279
652,충청북도,청주동부소방서,오창119안전센터,충청북도  청주시 청원구 오창읍 중심상업2로 30,043-251-0285,043-251-0289
653,충청북도,청주서부소방서,가경119안전센터,충청북도 청주시 흥덕구 가경로 143,043-249-9804,043-249-9268
654,충청북도,청주서부소방서,복대119안전센터,충청북도  청주시 흥덕구 공단로 92,043-249-9822,043-265-0119
655,충청북도,청주서부소방서,산남119안전센터,충청북도  청주시 서원구 산미로 70,043-249-9837,043-283-0119
656,충청북도,청주서부소방서,사직119안전센터,충청북도  청주시 서원구 사직대로 229,043-249-9852,043-263-0119
657,충청북도,청주서부소방서,남이119안전센터,충청북도  청주시 서원구 청남로 866,043-249-9867,043-260-6119
658,충청북도,청주서부소방서,오송119안전센터,충청북도  청주시 흥덕구 오송생명3로 71-5,043-249-9882,043-239-2119
659,충청북도,충주소방서,목행119안전센터,충청북도 충주시 목행산단7로 9,043-841-3331,043-841-3329
660,충청북도,충주소방서,호암119안전센터,충청북도  충주시 호암대로 13,043-841-3341,043-844-8119
661,충청북도,충주소방서,연수119안전센터,충청북도  충주시 동수10길 1,043-841-3382,043-857-7921
662,충청북도,충주소방서,서충주119안전센터,충청북도  충주시 기업도시2로 30,043-841-3391,043-841-3395
663,충청북도,충주소방서,수안보119안전센터,충청북도  충주시 수안보면 관동길 9-7,043-841-3351,043-846-1119
664,충청북도,충주소방서,주덕119안전센터,충청북도  충주시 주덕읍 신양로 35,043-841-3361,043-846-4119
665,충청북도,충주소방서,앙성119안전센터,충청북도  충주시 앙성면 가곡로 1019,043-841-3371,043-847-0118
666,충청북도,제천소방서,의림지119안센터,충청북도 제천시 신죽하로 164,043-740-7111,043-741-7309
667,충청북도,제천소방서,화산119안전센터,충청북도  제천시 강명길 17,043-641-7311,043-647-0119
668,충청북도,제천소방서,봉양119안전센터,충청북도  제천시 봉양읍 북부로1433,043-641-7341,043-648-6319
669,충청북도,보은소방서,보은119안전센터,충청북도 보은군 보은읍 남부로 4415,043-773-0210,043-773-0219
670,충청북도,보은소방서,속리산119안전센터,충청북도  보은군 속리산면 법주사로 278,043-773-0230,043-773-0239
671,충청북도,보은소방서,구병산119안전센터,충청북도  보은군 마로면 관기송현로 48,043-773-0250,043-773-0259
672,충청북도,옥천소방서,옥천119안전센터,충청북도 옥천군 옥천읍 중앙로 132,043-730-1901,043-730-1909
673,충청북도,옥천소방서,청산119안전센터,충청북도  옥천군 청산면 남부로 2306,043-730-1921,043-730-1929
674,충청북도,영동소방서,영동119안전센터,충청북도 영동군 영동읍 영동황간로 174,043-641-7119,043-740-7129
675,충청북도,영동소방서,황간119안전센터,충청북도  영동군 황간면 황간로 132,043-740-7141~9,043-740-7159
676,충청북도,영동소방서,학산119안전센터,충청북도  영동군 학산면 서산로 92,043-740-7171~8,043-740-7179
677,충청북도,증평소방서,증평119안전센터,충청북도  증평군 충청대로 1789,043-836-4119,043-830-0155
678,충청북도,진천소방서,진천119안전센터,충청북도 진천군 진천읍 진광로 93,043-539-8201,043-539-8209
679,충청북도,진천소방서,덕산119안전센터,충청북도 진천군 덕산읍 초금로 606-1,043-539-8241,043-539-8249
680,충청북도,진천소방서,광혜원119안전센터,충청북도 진천군 광혜원면 화랑길 99,043-539-8221,043-539-8229
681,충청북도,괴산소방서,괴산119안전센터,충청북도 괴산군 괴산읍 괴강로 69,043-760-0214,043-760-0219
682,충청북도,괴산소방서,청천119안전센터,충청북도  괴산군 청천면 선평길 78-9,043-760-0235,043-760-0239
683,충청북도,음성소방서,금왕119안전센터,충청북도 음성군 금왕읍 응천서길 11,043-877-0119,043-877-0129
684,충청북도,음성소방서,음성119안전센터,충청북도  음성군 음성읍 음성로 122,043-872-2119,043-873-6119
685,충청북도,음성소방서,대소119안전센터,충청북도  음성군 대소면 오산로 74,043-881-7119,043-878-1196
686,충청북도,음성소방서,감곡119안전센터,충청북도  음성군 감곡면 음성로 2652,043-881-3119,043-878-1197
687,충청북도,음성소방서,삼성119안전센터,충청북도  음성군 삼성면 금일로 831,043-878-5119,043-878-0126
688,충청북도,단양소방서,단양119안전센터,충청북도 단양군 단양읍 삼봉로 421-56,043-767-4210,043-767-4219
689,충청북도,단양소방서,매포119안전센터,충청북도  단양군 매포읍 평동4로 79,043-767-4237,043-767-4239
690,충청남도,천안동남소방서,구성119안전센터,충청남도 천안시 동남구 천안대로 580,041-570-0330,041-570-0349
691,충청남도,천안동남소방서,독립119안전센터,충청남도 천안시 동남구 목천읍 독립기념관로 1,041-570-0360,041-557-3119
692,충청남도,천안동남소방서,병천119안전센터,충청남도 천안시 동남구 병천면 아우내순대길 78,041-570-0380,041-569-0119
693,충청남도,천안동남소방서,청당119안전센터,충청남도 천안시 동남구 청수14로 91,041-570-0400,041-553-1192
694,충청남도,천안동남소방서,풍세119안전센터,충청남도 천안시 동남구 풍세면 풍세로 89,041-570-0420,070-4001-6460
695,충청남도,천안서북소방서,차암119안전센터,충청남도 천안시 서북구 직산읍 4산단2길 32,041-360-0330,041-360-0349
696,충청남도,천안서북소방서,성거119안전센터,충청남도 천안시 서북구 성거읍 천흥8길 11,041-360-0360,041-622-0119
697,충청남도,천안서북소방서,서부119안전센터,충청남도 천안시 서북구 양지18길 22,041-360-0380,041-576-2110
698,충청남도,천안서북소방서,두정119안전센터,충청남도 천안시 서북구 1공단2길 13,041-360-0400,041-565-2119
699,충청남도,천안서북소방서,성환119안전센터,충청남도 천안시 서북구 성환읍 성환1로 395,041-360-0420,041-583-2119
700,충청남도,천안서북소방서,쌍용119안전센터,충청남도 천안시 서북구 월봉로 78,041-360-0440,041-577-3119
701,충청남도,천안서북소방서,입장119안전센터,충청남도 천안시 서북구 입장면 망향로 1107,041-360-0460,041-584-5119
702,충청남도,천안서북소방서,직산119안전센터,충청남도 천안시 서북구 직산읍 직산로 246,041-360-0480,
703,충청남도,천안서북소방서,불당119안전센터,충청남도 천안시 서북구 불당23로 62,041-360-0490,
704,충청남도,공주소방서,웅진119안전센터,충청남도 공주시 무령로 55,041-851-0332,041-851-0349
705,충청남도,공주소방서,유구119안전센터,충청남도 공주시 유구읍 유구외곽로 368,041-851-0362,041-841-7119
706,충청남도,공주소방서,신관119안전센터,충청남도 공주시 의당로 31,041-851-0382,041-852-7119
707,충청남도,공주소방서,동학사119안전센터,충청남도 공주시 반포면 동학사1로 110,041-851-0402,041-822-6108
708,충청남도,공주소방서,계룡119안전센터,충청남도 공주시 계룡면 월암송정길 18,041-851-0422,041-852-3119
709,충청남도,공주소방서,정안119안전센터,충청남도 공주시 정안면 광정장터길 18,041-851-0442,
710,충청남도,보령소방서,명천119안전센터,충청남도 보령시 성주산로 63,041-930-0332,041-930-0349
711,충청남도,보령소방서,신흑119안전센터,충청남도 보령시 대천항로 205,041-930-0362,041-931-0217
712,충청남도,보령소방서,웅천119안전센터,충청남도 보령시 웅천읍 충서로 947,041-930-0383,041-932-5119
713,충청남도,보령소방서,오천119안전센터,충청남도 보령시 오천면 충청수영로 701,041-930-0405,041-934-1190
714,충청남도,보령소방서,주포119안전센터,충청남도 보령시 주포면 질재로 47-16,041-930-0424,041-930-0423
715,충청남도,아산소방서,모종119안전센터,충청남도 아산시 모종로 77,041-538-0332,041-538-0219
716,충청남도,아산소방서,둔포119안전센터,충청남도 아산시 충무로 1848,041-538-0362,041-531-8119
717,충청남도,아산소방서,인주119안전센터,충청남도 아산시 인주면 공세길 19,041-538-0402,041-534-5119
718,충청남도,아산소방서,신창119안전센터,충청남도 아산시 신창면 순천향로 48,041-538-0382,041-541-2019
719,충청남도,아산소방서,배방119안전센터,충청남도 아산시 배방읍 배방로 38,041-538-0422,041-534-1121
720,충청남도,아산소방서,탕정119안전센터,충청남도 아산시 탕정면 탕정면로 26,041-538-0442,041-546-1119
721,충청남도,아산소방서,장재119안전센터,충청남도 아산시 배방읍 용연로 88,041-538-0462,041-548-0470
722,충청남도,서산소방서,예천119안전센터,충청남도 서산시 호수공원 14로 26-4,041-689-0332,041-689-0349
723,충청남도,서산소방서,대산119안전센터,충청남도 서산시 대산읍 망일산로 831-15,041-689-0362,041-681-5019
724,충청남도,서산소방서,동부119안전센터,충청남도 서산시 학동3로 52,041-689-0382,041-668-4118
725,충청남도,서산소방서,해미119안전센터,충청남도 서산시 해미면 성지3길 29,041-689-0402,041-688-2118
726,충청남도,서산소방서,부석119안전센터,충청남도 서산시 부석면 강경벌로 10,041-689-0422,041-669-1196
727,충청남도,서산소방서,성연119안전센터,충청남도 서산시 성연면 성연5로 92-31,041-689-0442,041-664-3119
728,충청남도,논산소방서,내동119안전센터,충청남도 논산시 대학로 17,041-730-0333,041-730-0349
729,충청남도,논산소방서,반월119안전센터,충청남도 논산시 해월로 155,041-730-0404,041-733-3119
730,충청남도,논산소방서,강경119안전센터,충청남도 논산시 강경읍 동안로 3 ,041-730-0362,041-745-0729
731,충청남도,논산소방서,연산119안전센터,충청남도 논산시 연산면 관창로 54,041-730-0429,041-735-9375
732,충청남도,논산소방서,연무119안전센터,충청남도 논산시 연무읍 동안로 1137,041-730-0382,041-742-7119
733,충청남도,계룡소방서,엄사119안전센터,충청남도 계룡시 엄사면 문화로32,042-540-5331,042-540-5349
734,충청남도,계룡소방서,두마119안전센터,충청남도 계룡시 두마면 사계로 170,042-540-5363,042-841-0411
735,충청남도,당진소방서,당진119안전센터,충청남도 당진시 역천로 838,041-350-5338,041-350-5349
736,충청남도,당진소방서,석문119안전센터,충청남도 당진시 석문면 보덕포로 1069-21,041-350-5362,041-352-6789
737,충청남도,당진소방서,합덕119안전센터,충청남도 당진시 우강면 중방로 2,041-350-5382,041-363-3583
738,충청남도,당진소방서,송악119안전센터,충청남도 당진시 송악읍 송악로 1019,041-350-5402,041-356-0016
739,충청남도,당진소방서,신평119안전센터,충청남도 당진시 신평면 신평길 133,041-350-5422,041-362-7119
740,충청남도,당진소방서,기지시119안전센터,충청남도 당진시 송악읍 틀모시로 844,041-350-5442,041-352-6319
741,충청남도,금산소방서,금산119안전센터,충청남도 금산군 금산읍 삼풍로 2,041-750-1332,
742,충청남도,금산소방서,추부119안전센터,충청남도 금산군 추부면 삼육로 47,041-750-1362,041-754-4399
743,충청남도,금산소방서,복진119안전센터,충청남도 금산군 진산면 읍내로 47-1,041-750-1382,041-752-1479
744,충청남도,부여소방서,백제119안전센터,충청남도 부여군 규암면 계백로17,041-830-0332,041-830-0349
745,충청남도,부여소방서,사비119안전센터,충청남도 부여군 부여읍 쌍북리 184-11,041-830-0362,041-835-2119
746,충청남도,부여소방서,홍산119안전센터,충청남도 부여군 홍산면 북촌리 229-2,041-830-0382,041-835-9119
747,충청남도,부여소방서,임천119안전센터,충청남도 부여군 임천면 성흥로179번길1,041-830-0402,041-833-5119
748,충청남도,부여소방서,외산119안전센터,충청남도 부여군 외산면 만수로 235,041-830-0422,041-836-2119
749,충청남도,서천소방서,장항119안전센터,충청남도 서천군 장항읍 장항로 37,041-955-0332,041-955-0349
750,충청남도,서천소방서,서천119안전센터,충청남도 서천군 서천읍 충절로49번길 33-8,041-955-0362,041-953-1190
